event,wall_time_s,env_step,episode,epsilon,buffer_size,train_steps,mean_loss,loss_n_finite,loss_n_total,win_rate_pct,mean_return,mean_ep_len,mean_max_tile,best_max_tile
env_step,5403.312930375105,960000,6342,0.6864,100000,957874,2.4833863946944477,2000,2000,,,,,
episode,5409.978960416978,961101,6350,0.6860403399999999,100000,958975,2.4620891326367853,2000,2000,0.0,257.13035399797803,124.78,117.12,256
episode,5443.691586875124,966733,6400,0.6842005533333333,100000,964607,2.4095739496052264,2000,2000,0.0,227.77410420003187,112.64,104.32,256
env_step,5462.876523625106,970000,6431,0.6831333333333334,100000,967874,2.4900697500556705,2000,2000,,,,,
episode,5476.2845276671,972313,6450,0.6823777533333333,100000,970187,2.397739217624068,2000,2000,0.0,225.99806846612427,111.6,97.92,256
episode,5514.561048374977,978823,6500,0.6802511533333333,100000,976697,2.502007224738598,2000,2000,0.0,270.4509089649646,130.2,119.04,256
env_step,5521.476149583003,980000,6508,0.6798666666666666,100000,977874,2.595362804055214,2000,2000,,,,,
episode,5552.236255042022,985211,6550,0.6781644066666667,100000,983085,2.4752377722710373,2000,2000,0.0,264.08560193540393,127.76,119.04,256
env_step,5580.515732333064,990000,6591,0.6766,100000,987874,2.540782004520297,2000,2000,,,,,
episode,5586.609632208012,991031,6600,0.6762632066666667,100000,988905,2.528049913525581,2000,2000,0.0,238.34211908681144,116.4,101.76,256
episode,5623.173997292062,997119,6650,0.67427446,100000,994993,2.4259462428838017,2000,2000,0.0,251.446817495254,121.76,112.64,256
