event,wall_time_s,env_step,episode,epsilon,buffer_size,train_steps,mean_loss,loss_n_finite,loss_n_total,win_rate_pct,mean_return,mean_ep_len,mean_max_tile,best_max_tile
episode,20040.52687170799,394328,3200,0.2507768,100000,392329,6.385687204092741,2000,2000,0.0,247.76851528248812,118.1,105.6,256
env_step,20306.257345540915,400000,3239,0.24,100000,398001,6.272652115166188,2000,2000,,,,,
greedy_eval,20306.26004362502,400000,3239,0.24,100000,398001,6.272652115166188,2000,2000,0.0,,228.07,212.576,
episode,20419.38305024989,401551,3250,0.23705310000000002,100000,399552,6.2323307612240315,2000,2000,0.0,309.62066334460843,144.46,135.04,256
episode,20755.38993804087,409021,3300,0.2228601,100000,407022,6.149270977452398,2000,2000,0.0,324.0467288672801,149.4,140.8,256
env_step,20799.008346125018,410000,3307,0.22100000000000009,100000,408001,6.178097295761108,2000,2000,,,,,
episode,21075.72918495792,415670,3350,0.21022700000000005,100000,413671,6.223737583354115,2000,2000,0.0,283.6459526943748,132.98,118.4,256
env_step,21305.513028249843,420000,3383,0.20200000000000007,100000,418001,6.218261307656765,2000,2000,,,,,
episode,21414.251583124977,422056,3400,0.1980936000000001,100000,420057,6.296724940940738,2000,2000,0.0,271.8619227548002,127.72,113.28,256
episode,21763.63404720789,428640,3450,0.18558399999999997,100000,426641,6.213613614693284,2000,2000,0.0,280.74098865274004,131.68,117.12,256
env_step,21836.20625620801,430000,3460,0.18300000000000005,100000,428001,6.316548961803317,2000,2000,,,,,
episode,22120.88346616598,435373,3500,0.17279129999999998,100000,433374,6.099722389176488,2000,2000,0.0,289.1313083802371,134.66,117.12,512
env_step,22366.641640374903,440000,3533,0.16400000000000003,100000,438001,6.195031036734581,2000,2000,,,,,
episode,22479.73923641583,442105,3550,0.1600005,100000,440106,6.2422760340869425,2000,2000,0.0,288.8432025574931,134.64,115.84,256
episode,22835.280343457824,449051,3600,0.14680310000000008,100000,447052,6.329497097656131,2000,2000,0.0,300.3416864926964,138.92,127.04,256
env_step,22885.95779258292,450000,3607,0.14500000000000002,100000,448001,6.259706492438912,2000,2000,,,,,
greedy_eval,22885.958740207832,450000,3607,0.14500000000000002,100000,448001,6.259706492438912,2000,2000,0.0,,231.01,213.984,
episode,23273.577520707855,456168,3650,0.13328079999999998,100000,454169,6.1892667339146135,2000,2000,0.0,307.47916922939766,142.34,133.12,512
env_step,23477.093771707965,460000,3679,0.126,100000,458001,6.305792611032724,2000,2000,,,,,
episode,23626.799164957833,462802,3700,0.12067620000000001,100000,460803,6.282121030271053,2000,2000,0.0,282.93200176314724,132.68,105.6,256
episode,23977.656199333025,469373,3750,0.1081913000000001,100000,467374,6.163303772270679,2000,2000,0.0,280.9551321417651,131.42,110.08,256
env_step,24010.400727625005,470000,3753,0.1070000000000001,100000,468001,6.158035524666309,2000,2000,,,,,
episode,24373.35436945781,476797,3800,0.09408569999999994,100000,474798,6.100702144831419,2000,2000,0.0,324.9187134349841,148.48,134.4,512
env_step,24542.428301749984,480000,3822,0.08800000000000008,100000,478001,6.071306482046842,2000,2000,,,,,
episode,24766.15779874986,484376,3850,0.07968560000000013,100000,482377,6.0720108547508715,2000,2000,0.0,332.60577883546716,151.58,138.24,512
env_step,25068.166177624837,490000,3886,0.06900000000000006,100000,488001,6.230287332385778,2000,2000,,,,,
episode,25166.231725207996,491820,3900,0.0655420000000001,100000,489821,6.148641377180815,2000,2000,0.0,323.70819332527265,148.88,122.88,256
episode,25593.013309624977,499791,3950,0.050397100000000083,100000,497792,6.034855546206236,2000,2000,0.0,351.1028836943167,159.42,132.48,256
env_step,25603.96553295781,500000,3951,0.050000000000000044,100000,498001,6.075795704782009,2000,2000,,,,,
greedy_eval,25603.966098832898,500000,3951,0.050000000000000044,100000,498001,6.075795704782009,2000,2000,0.0,,212.47,193.92,
episode,26073.13097545784,507922,4000,0.050000000000000044,100000,505923,5.9340612335503105,2000,2000,0.0,362.14537923287,162.62,151.04,512
env_step,26184.76853791601,510000,4011,0.050000000000000044,100000,508001,5.9625618311911825,2000,2000,,,,,
episode,26503.109767165966,515985,4050,0.050000000000000044,100000,513986,5.9808295969963075,2000,2000,0.0,359.25814786705445,161.26,142.08,256
env_step,26714.883601790993,520000,4076,0.050000000000000044,100000,518001,6.048782314956188,2000,2000,,,,,
episode,26897.75281624985,523574,4100,0.050000000000000044,100000,521575,6.137037598207593,2000,2000,0.0,332.7889564736034,151.78,134.4,256
env_step,27174.52885695803,530000,4136,0.050000000000000044,100000,528001,5.976024515822529,2000,2000,,,,,
episode,27264.695678082993,532138,4150,0.050000000000000044,100000,530139,6.080210570633412,2000,2000,0.0,381.54282130802727,171.28,151.68,256
env_step,27598.41035666596,540000,4196,0.050000000000000044,100000,538001,5.983805855587125,2000,2000,,,,,
episode,27627.346064499812,540684,4200,0.050000000000000044,100000,538685,5.916224201053381,2000,2000,0.0,380.943290519412,170.92,161.28,512
episode,27948.889569208026,548315,4250,0.050000000000000044,100000,546316,5.897370675116777,2000,2000,0.0,335.26382156356453,152.62,134.4,256
env_step,28021.365106082987,550000,4260,0.050000000000000044,100000,548001,5.814128442794084,2000,2000,,,,,
greedy_eval,28021.365748124896,550000,4260,0.050000000000000044,100000,548001,5.814128442794084,2000,2000,0.0,,238.69,230.72,
episode,28354.619013374904,556572,4300,0.050000000000000044,100000,554573,5.900800332129002,2000,2000,0.0,367.4505227677135,165.14,140.8,256
env_step,28499.301481332863,560000,4320,0.050000000000000044,100000,558001,5.867035672441125,2000,2000,,,,,
episode,28702.70030708285,564816,4350,0.050000000000000044,100000,562817,5.969365081071854,2000,2000,0.0,367.0567262777596,164.88,163.2,512
env_step,28922.261436957866,570000,4383,0.050000000000000044,100000,568001,5.867463925793767,2000,2000,,,,,
episode,29051.20836204081,573055,4400,0.050000000000000044,100000,571056,5.757307500809431,2000,2000,0.0,367.8941900435426,164.78,158.08,512
env_step,29346.247448374983,580000,4442,0.050000000000000044,100000,578001,5.846255424514413,2000,2000,,,,,
episode,29403.72160620801,581352,4450,0.050000000000000044,100000,579353,5.848456762328744,2000,2000,0.0,371.419076321961,165.94,154.24,256
episode,29736.199990499998,589133,4500,0.050000000000000044,100000,587134,5.794220359578729,2000,2000,0.0,343.1722740444483,155.62,136.32,256
env_step,29773.089853540994,590000,4506,0.050000000000000044,100000,588001,5.813754779338836,2000,2000,,,,,
episode,30033.132532624993,596115,4550,0.050000000000000044,100000,594116,5.615991706103086,2000,2000,0.0,305.7834325063254,139.64,121.6,256
env_step,30202.671213625,600000,4574,0.050000000000000044,100000,598001,5.64087732231617,2000,2000,,,,,
greedy_eval,30202.671812165994,600000,4574,0.050000000000000044,100000,598001,5.64087732231617,2000,2000,0.0,,233.766,221.44,
episode,30412.847769665997,603722,4600,0.050000000000000044,100000,601723,5.678180570155382,2000,2000,0.0,336.3330663940698,152.14,129.92,512
env_step,30702.292062040884,610000,4638,0.050000000000000044,100000,608001,5.604450219660998,2000,2000,,,,,
